storyId,sceneId,scenType,icon,characterName,leftCharacter,rightCharacter,text,background,speech_bubble,nextSceneId,IsChoice,choiceText1,choiceText2
netomo,scene1,chat,nick_icon,Nick,,Curl,ヤッホー！<br>もしかして昨日のライブいったー？,chat_netotama,,scene2,false ,,
netomo,scene2,chat,curl_icon,Curl,,Curl,こんにちは！行ったよ！！,chat_netotama,,scene3,false ,,
netomo,scene3,chat,nick_icon,Nick,,Curl,だよね！<br>ライブの写真が｜投稿《とうこう》されてるなーって思ってたんだよね,chat_netotama,,scene4,false ,,
netomo,scene4,chat,curl_icon,Curl,,Curl,ライブめちゃくちゃ良かった！,chat_netotama,,scene5,false ,,
netomo,scene5,chat,nick_icon,Nick,,Curl,わかる〜<br>｜衣装《いしょう》もセトリも最高だったよね。本当に楽しかった,chat_netotama,,scene6,false ,,
netomo,scene6,chat,curl_icon,Curl,,Curl,じゃあニックも昨日のライブ行ってたの？,chat_netotama,,scene7,false ,,
netomo,scene7,chat,nick_icon,Nick,,Curl,そうそう、行ってたんだよね,chat_netotama,,scene8,false ,,
netomo,scene8,chat,curl_icon,Curl,,Curl,そうだったんだ！<br>もしかしたらどこかで会ってたかもね,chat_netotama,,scene9,false ,,
netomo,scene9,chat,nick_icon,Nick,,Curl,他のネトモとは会って｜直接《ちょくせつ》話したけど、カールとは会えなかったもんね,chat_netotama,,scene10,false ,,
netomo,scene10,chat,curl_icon,Curl,,Curl,え？ネトモに｜直接《ちょくせつ》会ったの？,chat_netotama,,scene11,false ,わかった！〇〇だよ！,家の住所教えてもいいか親に聞いてみる！
netomo,scene11,chat,nick_icon,Nick,,Curl,そうだよ<br>カールは次のライブは行くの？,chat_netotama,,scene12,false ,,
netomo,scene12,chat,curl_icon,Curl,,Curl,それが金欠だから行けないんだよね,chat_netotama,,scene13,false ,,
netomo,scene13,chat,nick_icon,Nick,,Curl,そうだったんだ。<br>次のライブはカールと会いたいって思ってたから残念だな,chat_netotama,,scene14,false ,,
netomo,scene14,chat,curl_icon,Curl,,Curl,ネトモに会ったことないから会ってみたいって思ってたんだよね,chat_netotama,,scene15,false ,Nickに会うの初めてで不安だからお母さんも一緒に行っていいかな？,会いたい！楽しみだな！
netomo,scene15,chat,nick_icon,Nick,,Curl,でも来れないならしょうがないか,chat_netotama,,scene16,false ,,
netomo,scene16,chat,nick_icon,Nick,,Curl,じゃあグッズだけでも買うの？,chat_netotama,,scene17,false ,,
netomo,scene17,chat,curl_icon,Curl,,Curl,それがグッズも買えなさそうでまじやばい,chat_netotama,,scene18,false ,,
